---
venue: cedars
---
"#","Album","Artist","Title","Key","BPM","Duration"
"22","Kansas City: His Legendary Golden Classics","Wilbert Harrison","Kansas City","D♭","114.351543209877","02:32"
"23","","Mint Julep Jazz Band","Six Jerks In A Jeep","D","187.192288135593","03:08"
"24","Spreadin' Rhythm Around","Chelsea Reed and the Fair Weather Five","Love Is Here to Stay","D♭","114.405084745763","04:46"
"25","","Fats Domino","Ain't That A Shame","B","123.133684210526","02:27"
"26","You Do Something To Me","Boilermaker Jazz Band","Says My Heart","Dm","183.733554524778","03:13"
"27","Gordon Webster Meets Hetty Kate","Gordon Webster & Hetty Kate","Shoo Fly Pie and Apple Pan Dowdy","E♭","175","03:22"
"28","","Boilermaker Jazz Band","Love Me Or Leave Me","Dm","130.811348837209","03:15"
"29","Gordon Webster Meets Hetty Kate","Gordon Webster & Hetty Kate","Eight, Nine and Ten","E♭","176.175424355169","04:17"
"30","Photograph: The Very Best of Ringo Starr","Ringo Starr","You're Sixteen (You're Beautiful, and You're Mine)","D♭","124.67698630137","02:50"
"31","Gordon Webster Meets Hetty Kate","Gordon Webster & Hetty Kate","Sweet Lover No More","Gm","199.271203703704","03:31"
"32","Ol' King Cole","Ol' King Cole","Straighten Up & Fly Right","A♭","143.554769004519","02:45"
"33","Spreadin' Rhythm Around","Chelsea Reed and the Fair Weather Five","As Long As I Live (feat. Wycliffe Gordon)","Fm","118.526354166667","03:25"
"34","Fats Waller Vol.3 (1935)","Fats Waller","I Ain't Got Nobody (vocal)","G","191.51","02:49"
"35","Life in a Minor Key","Minor Keys","Sixteen Tons","Bm","115","04:45"
"36","Photographs & Memories: His Greatest Hits","Jim Croce","You Don't Mess Around With Jim","Em","164.50730071538","03:03"
"37","","Della Reese","Whatever Lola Wants","B♭m","112.848015873016","03:16"
"38","Bluebird 8884","The Four Clefs","I Like Pie I Like Cake","D♭","173.228947870918","02:49"
"39","","Professor Cunningham And His Old School","One Thing","A♭","143.898726371389","02:28"
"40","Battle Axe","Mint Julep Jazz Band","When I Get Low I Get High","Dm","202.468938547486","03:29"
"41","","Girls From Mars","Take The A Train","C","165.731341463415","04:09"
"42","","Ray Anthony & His Orchestra","The Hokey Pokey","E♭","127.150137120444","03:11"
"43","","Ruth Brown","5-10-15 Hours","D♭","121.900135922465","03:12"
"44","Stockholm Concert 1966 (Remastered)","Duke Ellington and Ella Fitzgerald","Let's Do It (Live)","B♭","99.7076064780541","04:10"
"45","","Ben L'oncle Soul","Feeling Good","Gm","82.6541584158416","04:12"
"46","Sugar in My Bowl","Di Anne Price","Sugar in My Bowl","Dm","74.070042377449","03:36"
"47","","Koko Taylor","I'd Rather Go Blind","A♭","130.859793186169","04:57"
"48","","Ed Sheeran","I See Fire","D♭","76","05:02"
"49","My One And Only Thrill","Melody Gardot","Your Heart Is As Black As Night","Cm","72","02:44"
"50","Unplugged at Caffe Calabria","Earl Thomas","Give Me One Reason","Fm","88.0771768707483","05:30"
"51","Swipe Right For Vintage","Scott Bradlee's Postmodern Jukebox","Seven Nation Army","Gm","90.6591930980677","04:07"
"52","Complete Collection","B. B. King","The Thrill Is Gone","Bm","90.5153695354052","05:24"
"53","","Leftover Cuties","Clarity","G","83.8115109480371","04:22"
"54","Let Them Talk","Hugh Laurie","Let Them Talk","C","73.8281469142314","04:10"
"55","","Noah Guthrie","Sexy And I Know It","Em","116.923483146067","03:06"
"56","","Karen Souza","Have You Ever Seen The Rain","C","78","04:10"
"57","","Koko Taylor","Blue Prelude","D♯m/E♭m","92.2589430894309","03:31"
"58","Here Comes the Sun","Nina Simone","Angel of the Morning","E","74.1291304347826","03:33"
"59","The Complete Collection [Not Now] Disc 1","Robert Johnson","Sweet Home Chicago","Fm","100.947881513899","03:02"
"60","","Johnnie Temple","Lead Pencil Blues","Fm","99.8644445213256","03:17"
"61","Ladies Man","Pinetop Perkins","Kansas City","C","121","04:44"
"62","","Leftover Cuties","Can't Help Falling In Love With You (Acoustic)","C","84.0409135550023","02:33"
"63","Gordon Webster Meets Hetty Kate","Gordon Webster & Hetty Kate","I Lost My Sugar in Salt Lake City","Gm","85.2138235294118","05:15"
"64","","Tracy Chapman & Buddy Guy","Ain't No Sunshine When She's Gone","C","80.0661209268994","03:13"
"65","Sugar in My Bowl","Di Anne Price","Home of the Blues","Cm","72.9082067513351","05:04"
"66","","Cable Street Rag Band","Sloppy Drunk","F","105.831104253979","04:51"
"67","Anthology","Muddy Waters","She's Nineteen Years Old","Bm","136.813714285714","03:16"
"68","Didn't it rain","Hugh Laurie","Send Me To The 'Lectric Chair","Dm","73.6560834534264","05:27"

